SrcBytes,SIntPktMax,Proto_arp,Proto_icmp,Proto_ipv6-icmp,Proto_tcp,Proto_udp,State_CLO,State_CON,State_ECO,State_FIN,State_INT,State_NRS,State_REQ,State_RST,State_TST,State_URH,State_URHPRO
-0.7379561,0.034828555,0.12692368,0.12692368,-0.018281106,0.87307626,0.12692368,0.12643333,-0.12692368,-0.12692368,0.12692368,0.12692368,0.06319323,0.87307626,0.094981804,0.12692368,-0.12692368,0.07892743
0.55110735,-0.73849005,-0.10241462,0.10241462,0.10241462,1.0895537,-0.048396863,-0.033870623,-0.10241462,0.10241462,-0.10241462,0.10241462,-0.008965584,0.10241462,1.1024146,0.07036684,-0.01570486,-0.10241462
-0.5393374,2.3277118,0.18739219,0.18739219,-0.18739219,0.81260777,0.18739219,0.13880607,0.81260777,-0.18739219,0.18739219,0.18739219,0.18739219,-0.18739219,-0.18662488,0.14095666,-0.18739219,0.1635196
-0.6462978,0.8107356,0.0603061,0.0603061,0.0603061,0.9396939,0.0603061,0.052834295,-0.0603061,-0.052834295,0.0603061,0.0603061,0.0603061,-0.0603061,0.9396939,0.045362327,-0.0603061,0.0603061
-0.523643,-0.6492223,-0.009265533,-0.05714782,-0.023757089,1.0571477,0.05714782,0.057063114,0.05714782,0.05714782,0.05714782,0.049828365,0.05714782,0.05714782,1.0102848,-0.05714782,0.042986665,0.05714782
-0.75153846,-0.68851537,0.023719829,-0.023719829,0.023719829,0.97628015,0.023719829,0.023719829,0.016519357,0.023719829,0.023719829,0.023719829,0.023719829,0.023719829,0.97628015,-0.023719829,-0.014863422,0.023719829
-0.42985687,-0.6163495,0.028847614,-0.038350925,-0.033680774,1.0383509,0.038350925,0.038350925,-0.028475733,0.038350925,0.038350925,-0.028847614,0.038350925,0.038350925,1.0383509,-0.038350925,0.038350925,0.038350925
0.552464,-0.7366093,-0.10105794,0.10105794,0.0760159,1.101058,-0.00737579,-0.10105794,-0.10105794,0.10105794,-0.10105794,0.10105794,0.10105794,0.10105794,1.101058,0.020725897,0.054786377,-0.10105794
0.29334584,-0.3907747,-0.19996215,0.19996215,0.19996215,0.19996215,0.8000378,-0.14983203,0.8000378,0.19996215,-0.19996215,0.19996215,-0.086314544,0.19996215,0.19996215,-0.19996215,-0.19996215,-0.19996215
-0.0943113,-0.5522721,0.0013220591,-0.0017641366,0.0011028086,1.0017642,0.0017641366,-0.00043813023,-0.0017641366,-0.0017641366,0.9982359,-0.0017641366,-0.0012261253,-0.0017641366,0.0017641366,0.001183436,0.0004554931,-0.0013269852
0.5512215,-0.7384802,-0.10230045,0.10230045,0.08919785,1.04828,-0.061135598,0.017846867,-0.10230045,0.10230045,-0.10230045,0.10230045,0.046452608,0.10230045,1.1023004,0.037990924,0.06384794,-0.10230045
2.4444742,-0.75153846,-0.75153846,1.1163173,1.1163173,1.8375545,-0.6118783,0.57189345,-0.11631723,1.1163173,-0.75153846,1.1163173,-0.41587216,1.1163173,1.1163173,0.2802598,1.1163173,-0.6132275
1.0883552,-0.18369077,-0.45874798,0.45874798,0.45874798,1.458748,-0.45874798,-0.40191,0.72344625,0.45874798,-0.45874798,0.45874798,-0.45874798,0.45874798,0.45874798,-0.45874798,0.15978765,-0.31853747
0.6769404,0.49581516,-0.29399544,0.29399544,0.29399544,1.2939954,-0.18493532,-0.1898851,1.2934783,0.29399544,-0.29399544,0.29399544,-0.29399544,0.29399544,0.29399544,0.013801385,0.29271096,-0.29399544
-0.68770874,-0.15097326,0.077603765,0.077603765,0.077603765,0.92239624,0.077603765,0.077603765,0.92239624,-0.077603765,0.077603765,0.077603765,0.038097147,-0.077603765,-0.077603765,0.07732128,0.077603765,0.0486439
-0.65415066,-0.07761876,0.14606324,0.14606324,-0.0730124,0.85393673,0.14606324,0.14606324,-0.14606324,-0.14606324,0.14606324,0.14606324,0.14606324,0.85393673,0.14606324,0.14606324,-0.10694201,0.109568164
0.0003905641,0.44476736,0.10063945,-0.0619915,-0.08700881,0.89936054,0.10063945,0.10063945,0.89936054,-0.10063945,0.10063945,-0.10063945,-0.07570112,-0.10063945,-0.10063945,0.10063945,-0.07322628,0.10063945
-0.09634276,-0.5790856,-0.00023141074,0.00026732316,0.00020106831,0.9997327,-0.00026732316,8.874053e-06,0.00026732316,0.00023141074,1.0002674,0.00026732316,0.00020106831,0.00026732316,-0.00026732316,1.8427247e-05,-0.00019864751,0.00026732316
-0.5479541,2.7739744,0.08951008,0.07797135,-0.008463705,0.9104899,0.08951008,-0.08951008,-0.08951008,-0.08951008,0.08951008,0.08951008,0.08951008,-0.08951008,0.9104899,0.066884086,-0.08951008,-0.08951008
-0.06810574,0.44847825,0.13439259,-0.04927026,-0.13439259,0.8656074,0.13439259,0.10109028,0.8989097,-0.13439259,0.11686881,-0.13439259,-0.13439259,-0.13439259,-0.13439259,0.13439259,0.084665835,0.13437967
-0.63599133,-0.65499735,-0.057234824,-0.057234824,-0.057234824,1.0572349,-0.019382508,0.049843468,0.057234824,0.057234824,0.057234824,0.057234824,-0.01240924,0.057234824,0.9427652,-0.057234824,0.057234824,0.057234824
-0.09103359,-0.56019187,-0.0033788914,0.0035324865,-0.004096652,0.9953038,-0.004696199,0.00032113795,0.0035324865,0.004696199,1.0001284,0.004696199,0.004696199,0.004696199,-0.004696199,-0.0034963354,0.00037350727,0.0023326227
1.4226162,-0.75153023,-0.6239095,0.6239095,0.6239095,0.6239095,0.45883662,0.46203429,0.37609053,0.6239095,-0.6239095,0.6239095,-0.5411633,0.6239095,0.6239095,-0.3828904,0.46930552,-0.5411633
-0.75153846,0.5044187,0.12720656,0.12720656,0.12720656,0.8727934,0.12720656,0.11101995,0.8727934,-0.12720656,0.12720656,0.12720656,0.0149010345,-0.12720656,0.009976789,0.12720656,0.12632765,0.06347076
-0.009962696,1.253602,-0.015672991,0.011789244,-0.011789244,1.0072188,-0.015672991,-0.015672991,0.015672991,0.015672991,-0.011789244,0.015672991,0.015672991,0.015672991,1.015673,0.015672991,0.015672991,-0.011789244
-0.75153846,2.272141,0.083206475,0.083206475,0.082919665,0.9167935,0.083206475,0.072618715,-0.083206475,-0.083206475,0.083206475,0.083206475,0.083206475,-0.05200026,0.9167935,0.083206475,-0.083206475,0.083206475
-0.2595259,1.2002177,0.6192793,0.07211062,0.38072062,0.38072062,-0.38072062,-0.28637856,0.38072062,0.38072062,-0.38072062,0.6192793,-0.38072062,0.38072062,0.009385176,-0.3287455,0.23356776,-0.38072062
-0.61881095,0.15067029,0.03281918,0.024686625,0.032642778,0.9671808,0.03281918,0.03281918,-0.03281918,-0.024486393,0.03281918,0.03281918,0.024486393,-0.03281918,0.9671808,-0.03281918,-0.03281918,0.03281918
0.6555713,0.9256806,-0.31350964,0.31350964,0.23582236,1.3135097,-0.31350964,-0.2283233,1.3135097,0.31350964,-0.31350964,0.31350964,-0.3124677,0.31350964,0.31350964,-0.1945021,0.31350964,-0.31350964
-0.092463665,-0.57877684,-0.0029629176,0.0061262674,-0.00029757846,0.9938737,-0.0061262674,-0.0034106816,0.0044897157,0.0061262674,1.0061263,0.0061262674,0.0027010166,0.0061262674,-0.0052762427,-0.004477369,-0.0029588887,0.004477369
0.5526926,-0.75129277,-0.1008293,0.1008293,0.07584393,1.0846757,-0.0875387,-0.0303746,-0.1008293,0.1008293,-0.1008293,0.1008293,0.095329925,0.1008293,1.1008292,0.0875387,0.08837916,-0.1008293
-0.62399936,0.35089207,0.03800761,0.03800761,0.028360762,0.9619924,0.03800761,0.0283138,-0.03800761,-0.023166336,0.03800761,0.03800761,0.03800761,-0.03800761,0.9619924,-0.011644225,-0.028589375,0.03800761
-0.43159488,-0.61613137,0.03632004,-0.038467765,-0.038467765,1.0384678,0.038467765,0.038467765,-0.021106914,0.038467765,0.038467765,-0.028935498,0.038467765,0.038467765,1.0384678,-0.038467765,0.038467765,0.038467765
-0.63226026,-0.37453136,0.06620838,0.06620838,0.06620838,0.93379164,0.06620838,0.06620838,0.93379164,-0.06620838,0.06620838,0.06620838,0.057755966,-0.06620838,-0.06620838,0.041349616,-0.03743593,0.06620838
-0.31329116,0.760016,0.13320649,-0.13295093,-0.06292756,0.8667935,0.13320649,0.13320649,-0.13320649,-0.13320649,1.1332065,-0.13320649,0.116478905,-0.13320649,-0.13320649,-0.13320649,0.13320649,-0.13320649
-0.09676302,-0.56541044,0.0030221352,-0.0022250186,-0.00218819,1.0026158,0.0030221352,0.00026561745,-0.0030221352,-0.0030221352,0.9970181,-0.0030221352,-0.0014357297,-0.0022732532,0.0030221352,-0.0015237026,-0.00092416385,-0.0026110623
0.5407394,-0.7019313,-0.09887107,0.09887107,-0.031567715,0.981616,-0.07311716,-0.074370936,-0.074370936,0.09887107,-0.09887107,0.09887107,0.09887107,0.09887107,1.0988711,0.03591221,0.09887107,-0.074370936
0.23746906,-0.28608578,0.04441738,-0.04441738,-0.04441738,0.9567496,0.04437926,0.039007787,0.021697015,-0.04441738,0.04441738,-0.04441738,-0.03273153,-0.04441738,0.9555826,-0.022204515,-0.020674627,0.03341081
-0.6904575,-0.09807958,0.08336673,0.08336673,0.08336673,0.9166333,0.08336673,0.07286298,0.9166333,-0.08336673,0.08336673,0.08336673,0.07286298,-0.08336673,-0.061298035,0.082826465,0.0052443547,0.07251934
0.037271023,-0.5392204,0.034574885,0.034574885,0.026007274,1.0260073,0.034574885,0.034574885,0.034574885,0.034574885,0.96542513,0.034574885,0.034574885,0.034574885,0.034574885,-0.034574885,0.034574885,0.034574885
0.5524934,-0.7482223,-0.10102855,0.10102855,0.10102855,1.0749916,-0.08872426,-0.07599379,-0.08789004,0.10102855,-0.10102855,0.10102855,0.08298581,0.10102855,1.1010286,0.100429624,0.04786904,-0.10102855
0.6688879,0.64995605,-0.30204785,0.30204785,0.22693731,1.3020478,-0.30204785,-0.18158787,1.3020478,0.30204785,-0.30204785,0.30204785,-0.22276504,0.30204785,0.30204785,-0.03873706,0.27390268,-0.22609296
1.8356411,-0.75153846,-0.75153846,0.79423964,0.79423964,0.79423964,0.21994907,-0.75153846,0.20576036,0.79423964,-0.75153846,0.79423964,-0.6941699,0.79423964,0.79423964,-0.49735832,0.79423964,-0.75153846
0.5423099,-0.7343602,-0.09730064,0.09730064,0.09730064,1.0415399,-0.05955629,-0.09730064,-0.09730064,0.09730064,-0.09730064,0.09730064,-0.029221676,0.09730064,1.0973006,0.07318967,0.061041936,-0.09730064
1.9856517,0.7444134,-0.75153846,1.014043,0.626421,2.0140429,-0.75153846,-0.22168285,1.6358495,1.014043,-0.75153846,1.014043,-0.36089724,1.014043,1.014043,-0.41115278,0.76276445,-0.75153846
-0.62524736,4.150669,0.6797324,0.27752924,-0.084419,0.32026762,-0.32026762,-0.32026762,1.3202677,0.32026762,-0.32026762,-0.32026762,0.32026762,0.32026762,-0.27858144,0.27235657,-0.26147744,-0.32026762
-0.5165715,-0.64824253,0.015658176,-0.056436144,-0.04177686,1.0564362,0.056436144,0.056436144,0.042451344,0.056436144,0.056436144,0.056436144,0.054673366,0.056436144,1.0348524,-0.056436144,0.042451344,0.056436144
-0.42944795,-0.6163476,0.038095634,-0.038296103,-0.038296103,1.0382961,0.038296103,0.038296103,-0.018121075,0.038296103,0.038296103,-0.017265698,0.038296103,0.038296103,1.0382961,-0.038296103,0.038296103,0.038296103
0.48097786,0.7534894,-0.19851223,0.19851223,0.14909756,1.1985122,-0.19851223,-0.12556526,1.1985122,0.19851223,-0.19851223,0.19851223,-0.17475632,0.19851223,0.19851223,-0.13738684,0.12320996,-0.19700238
-0.75153846,2.376298,0.08408351,0.08408351,0.08408351,0.9159165,0.08408351,0.08408351,-0.08408351,-0.08408351,0.08408351,0.08408351,0.082477756,-0.063247725,0.9159165,0.08408351,-0.0734543,0.08408351
-0.48367858,1.3426874,0.7460516,-0.19102031,0.16073838,0.2539484,-0.2539484,-0.2539484,1.2539485,0.2539484,-0.2539484,-0.06839871,-0.16073838,0.2539484,0.2491185,-0.1586197,-0.12447217,-0.22154778
0.55299497,-0.75089556,-0.100526966,0.100526966,0.100526966,1.0632037,-0.100526966,-0.061104957,-0.100526966,0.100526966,-0.100526966,0.100526966,0.07455774,0.100526966,1.1005269,0.08683075,0.09387833,-0.100526966
0.5512041,-0.75153846,-0.10231787,0.10231787,0.07543205,0.9757635,-0.062440246,-0.076548256,-0.10231787,0.10231787,-0.10231787,0.10231787,0.10231787,0.10231787,1.1023178,0.03741903,-0.021065554,-0.10231787
-0.75153846,0.7886227,0.15879379,0.15879379,-0.03956091,0.84120625,0.15879379,0.15879379,-0.15879379,-0.15879379,0.15879379,0.15879379,0.13829705,0.84120625,0.11944489,0.0934557,0.15879379,0.15879379
-0.75153846,0.79381037,0.15807495,0.15807495,0.069217294,0.8419251,0.15807495,0.15807495,-0.15807495,-0.15807495,0.15807495,0.15807495,0.15807495,0.8419251,0.15807495,-0.099518746,0.15804626,0.15807495
0.06446806,-0.11377942,-0.010799672,0.0092843175,0.009438967,1.0107998,-0.010799672,-0.010799672,0.98920035,0.010799672,-0.010799672,0.010799672,0.009438967,0.010799672,0.010799672,-0.010799672,-0.010799672,-0.010755595
0.5500674,-0.7385694,-0.10345453,0.10345453,0.07612562,0.935896,-0.05030151,0.07364456,-0.10345453,0.10345453,-0.07781862,0.10345453,0.09029028,0.10345453,1.1034546,0.07781862,0.018372502,-0.09029028
-0.59312475,1.275615,0.7433097,-0.25669032,-0.19309798,0.25669032,-0.25669032,-0.25669032,1.2566903,0.25669032,-0.25669032,-0.15717539,-0.10344379,0.25669032,0.25669032,-0.058365967,-0.031227738,-0.25471905
0.036545046,-0.52479976,0.033848904,0.033848904,0.033848904,1.033849,0.033848904,0.033848904,0.033848904,0.033848904,0.9661511,0.033848904,0.033848904,0.033848904,0.033707995,-0.033848904,0.025461176,0.033848904
-0.75153846,2.260215,0.082462445,0.082462445,0.082462445,0.9175375,0.082462445,0.082462445,-0.082462445,-0.062028352,0.082462445,0.082462445,0.082462445,-0.082462445,0.9175375,0.082462445,-0.082462445,0.082462445
1.2482606,-0.75153846,-0.11474723,1.1147473,0.0704905,0.055593967,-0.11474723,-0.11474723,-0.11443242,1.1147473,-0.11474723,0.11474723,-0.11474723,0.11474723,0.11474723,-0.05438786,0.09445184,-0.113348216
-0.4301721,-0.6157852,0.03361907,-0.038731273,-0.033981465,1.0387312,0.038731273,0.038731273,-0.014360314,0.038731273,0.038731273,0.0030299611,0.038731273,0.038731273,1.0387312,-0.038731273,0.03361907,0.038731273
0.037693128,-0.5452331,0.03499699,0.03499699,0.034842197,1.02193,0.03499699,0.03499699,0.03499699,0.03499699,0.965003,0.03499699,0.03499699,0.03499699,0.03499699,-0.03499699,0.026086818,0.03499699
-0.6335641,-0.37326998,0.06612102,0.06612102,0.040748216,0.93387896,0.06612102,0.06612102,0.93387896,-0.06612102,0.06612102,0.06612102,0.06607733,-0.06612102,-0.049736314,0.049736314,-0.06612102,0.06612102
-0.51616573,1.2125523,0.7431006,-0.25689948,0.13940154,0.25689948,-0.25689948,-0.25689948,1.2568995,0.25689948,-0.25689948,-0.059637528,-0.25689948,0.25689948,0.092834115,-0.08934888,-0.19324012,-0.2562338
-0.09852672,-0.5836585,0.064195804,0.064195804,0.03957248,0.9358042,0.064195804,0.05709244,0.064195804,-0.064195804,-0.064195804,0.044846077,0.064195804,-0.064195804,0.9358042,0.064195804,-0.012579772,-0.008608628
-0.087635115,-0.55588216,-0.008717181,0.008717181,-0.006557071,0.9923957,-0.006557071,0.0028325366,0.008717181,0.008717181,1.0075777,0.008717181,0.0043983157,0.008717181,-0.008717181,-0.008205605,-1.996092e-05,0.0054442086
0.121531695,-0.24017622,0.090316996,-0.090316996,-0.09013787,0.909683,0.090316996,0.06747964,0.090316996,-0.090316996,0.090316996,-0.090316996,-0.06793657,-0.06793657,0.909683,-0.0895056,-0.04385722,0.06747964
-0.545551,1.5230751,0.7390485,-0.14271304,-0.117792234,0.26095155,-0.26095155,-0.26095155,1.2609515,0.26095155,-0.26095155,-0.096100464,-0.22559536,0.26095155,0.26095155,-0.1962881,0.0692274,-0.26095155
-0.67526644,1.6983347,0.089274734,0.089274734,0.07806393,0.9107253,0.089274734,0.089274734,-0.089274734,-0.089274734,0.089274734,0.089274734,0.089274734,-0.089274734,0.9107253,0.089274734,-0.08921566,0.089274734
2.326725,1.3181283,-0.75153846,1.3050151,1.3050151,1.9753697,-0.75153846,-0.23162504,-0.30501515,1.3050151,-0.75153846,1.3050151,-0.197444,1.3050151,1.3050151,-0.75153846,1.3050151,-0.23918794
0.03802407,-0.5517492,0.035327934,0.035327934,0.035327934,1.0201398,0.035327934,0.026573712,0.035327934,0.035327934,0.964672,0.035327934,0.035327934,0.035327934,0.035327934,-0.035327934,0.016987521,0.035327934
-0.75153846,2.184577,0.025329884,0.025329884,-0.016786834,0.9746701,0.025329884,0.025329884,-0.025329884,-0.025329884,1.004739,0.025329884,0.025329884,-0.025329884,0.025329884,0.025329884,0.021390647,-0.01904732
1.1513147,-0.75111943,-0.49873364,0.49873364,0.49873364,0.49873364,0.6940693,-0.49727243,0.5012663,0.49873364,-0.49873364,0.49873364,-0.28693897,0.49873364,0.49873364,-0.18021385,0.49873364,-0.49873364
-0.526222,-0.6483604,0.0003890982,-0.05652374,-0.049409173,1.0565238,0.04251723,0.04179841,0.05652374,0.05652374,0.05652374,0.05652374,0.04251723,0.05652374,1.0565238,-0.05652374,0.049544297,0.05652374
-0.75153846,-0.5708642,0.13562517,0.8643749,0.13562517,-0.13562517,0.13562517,0.11853714,-0.047012813,0.13562517,0.13562517,0.13562517,0.13562517,-0.13562517,-0.13562517,0.8643749,0.13562517,0.13562517
-0.55158204,-0.55993533,-0.014495714,-0.0344097,-0.026621724,1.0344096,0.0344097,0.034390442,0.034390442,0.0344097,0.0344097,0.0344097,0.034390442,0.0344097,0.9897827,-0.0344097,0.0344097,0.0344097
-0.43021834,-0.61606467,0.033494174,-0.038453177,-0.038453177,1.0384532,0.038453177,0.038453177,-0.038453177,0.038453177,0.038453177,0.038453177,0.038411733,0.038453177,1.0384532,-0.038453177,0.038411733,0.038453177
-0.43031573,-0.61572415,0.038663946,-0.038819462,-0.033944633,1.0388194,0.038819462,0.0289523,0.01961615,0.038819462,0.038819462,0.023766533,0.038819462,0.038819462,1.0388194,-0.038819462,0.038819462,0.038819462
0.55154,-0.75153846,-0.10198194,0.10198194,0.06127699,1.0765237,-0.02376857,0.035744492,-0.10198194,0.10198194,-0.10198194,0.10198194,0.075412616,0.10198194,1.1019819,0.0829196,0.10198194,-0.07671094
-0.073051065,-0.3921334,0.00679429,-0.00679429,-0.0028203977,1.0051106,0.005110673,0.00679429,-0.0059374287,-0.00679429,0.9932057,-0.00679429,-0.00679429,-0.00679429,0.00679429,-0.00679429,0.005069011,0.00025918288
-0.75153846,-0.5709056,0.13563812,0.8643619,0.13563812,-0.13563812,0.13563812,0.085336074,-0.034534585,0.13502482,0.13563812,0.13563812,0.10202718,-0.13563812,-0.13563812,0.8643619,0.11748873,0.13563812
-0.42991346,-0.6159428,0.03875801,-0.03875801,-0.029153824,1.038758,0.033690847,0.038757026,0.010685562,0.03875801,0.03875801,0.024967305,0.03875801,0.03875801,1.038758,-0.03875801,0.03875801,0.03875801
-0.75153846,-0.57066596,0.13588111,0.86411893,0.13588111,-0.13588111,0.13588111,0.117945336,-0.13588111,0.1188746,0.13588111,0.13588111,0.13588111,-0.13588111,-0.13588111,0.86411893,0.062447324,0.13588111
-0.6572257,2.6661553,-0.0072412086,-0.0072412086,0.0072412086,1.0072412,-0.0072412086,-0.0072412086,0.0072412086,0.0072412086,0.9927588,-0.0072412086,-0.0072412086,0.0072412086,0.0072412086,-0.0072412086,0.0072412086,0.0072412086
-0.5478828,2.7695472,0.08958142,0.08958142,-0.017048579,0.91041857,0.08958142,-0.032401852,-0.08958142,-0.08958142,0.08958142,0.08958142,0.08958142,-0.08958142,0.91041857,0.06738325,-0.06681356,-0.08958142
-0.60364324,2.5809865,0.12749168,-0.018533954,-0.07983047,0.87250835,0.12749168,0.12749168,-0.12749168,-0.12749168,0.12749168,0.12749168,0.12736271,0.87250835,0.047142796,0.12749168,-0.09589941,0.12749168
-0.6437678,-0.6489758,-0.05568935,-0.05568935,-0.027595881,1.0556893,-0.041889593,-0.020492423,0.05568935,0.05568935,0.05568935,0.05568935,-0.013178565,0.05568935,0.9443106,-0.05568935,0.04139564,0.05568935
-0.09153329,-0.5777483,-0.006384275,0.007050761,-0.004838529,0.99294925,-0.007050761,0.00065849157,0.006174213,0.007050761,1.0061742,0.007050761,0.007050761,0.007050761,-0.007050761,-0.0028669224,-0.0011053204,0.0053035887
0.5524268,-0.7378117,-0.10109516,0.07604391,0.10109516,1.0760438,-0.07604391,-0.08762683,-0.07604391,0.10109516,-0.10109516,0.10109516,0.07530049,0.10109516,1.1010952,-0.03721203,0.05103299,-0.07604391
0.037108965,-0.5311074,0.034412824,0.034412824,0.02588537,1.0258853,0.034412824,0.029989472,0.034412824,0.034412824,0.9655872,0.034412824,0.034412824,0.034412824,0.029793149,-0.034412824,0.034412824,0.034412824
-0.41368863,-0.61802983,0.03550677,-0.03550677,-0.03550677,1.0355068,0.03550677,0.026708229,-0.026708229,0.03550677,0.03550677,0.026708229,0.03550677,0.03550677,1.0355068,-0.03550677,0.03550677,0.03550677
-0.65192753,0.14278091,0.16099761,0.16099761,-0.09755476,0.8390024,0.16099761,0.16099761,-0.16099761,-0.16099761,0.16099761,0.14037713,0.16099761,0.8390024,0.12007613,0.16099761,0.09285407,0.121102616
0.5514413,-0.7388907,-0.1020806,0.1020806,0.07585964,1.0350043,-0.050747897,-0.008588712,-0.1020806,0.1020806,-0.1020806,0.1020806,0.055719722,0.1020806,1.1020806,0.063499086,0.017323751,-0.08879452
0.5416655,-0.7130507,-0.09794496,0.09794496,0.04387724,1.0979449,-0.061497938,-0.053467873,-0.08576857,0.09794496,-0.09794496,0.09794496,0.06093135,0.09794496,1.0979449,0.09753286,0.034799892,-0.09753286
-0.46473068,0.9272987,0.7410152,-0.095349364,0.18993282,0.25898483,-0.25898483,-0.25898483,1.2589848,0.25898483,-0.25898483,-0.08889403,-0.22365913,0.25898483,0.25898483,0.10029306,-0.024810892,-0.25898483
0.5529086,-0.75153846,-0.100613356,0.100613356,0.07568149,1.0868282,-0.088063024,-0.08854138,-0.100613356,0.100613356,-0.100613356,0.100613356,0.07568149,0.100613356,1.1006134,0.025855325,0.07568149,-0.100613356
0.54190034,-0.75153846,-0.09771013,0.09771013,0.09771013,1.0465965,-0.013193792,0.03679303,-0.08515081,0.09771013,-0.09771013,0.09771013,0.08371353,0.09771013,1.0977101,0.097231284,0.07288173,-0.07349768
0.55089855,-0.75153846,-0.10262343,0.08913963,0.07638466,1.1026235,-0.06263705,0.06309333,-0.10262343,0.10262343,-0.10262343,0.10262343,0.08884925,0.10262343,1.1026235,0.06196392,0.019574884,-0.10262343
0.5511952,-0.75153846,-0.1023268,0.1023268,0.08956274,0.9836099,0.053071827,-0.10205928,-0.1023268,0.1023268,-0.1023268,0.1023268,-0.023649901,0.1023268,1.1023269,-0.06799612,0.07615159,-0.076970346
-0.7426707,-0.03190523,0.07599239,0.07599239,0.07594779,0.92400765,0.07599239,0.057161573,0.92400765,-0.07599239,0.07599239,0.07599239,0.0013364339,-0.07599239,-0.057161573,0.07599239,0.07594779,0.02449835
-0.2556301,1.195765,0.61538357,0.12612021,0.33337247,0.3846164,-0.3846164,-0.38023606,0.3846164,0.3846164,-0.3846164,0.61538357,-0.283192,0.3846164,0.18343775,-0.18629421,-0.09652415,-0.28930894
-0.09126138,-0.5823556,-0.0038961135,0.008597342,-0.007538705,0.9924613,-0.008633721,-0.0061508305,0.0064942962,0.008633721,1.0075387,0.008633721,0.0070450576,0.008633721,-0.008633721,0.0038949978,0.00011835748,0.008633721
-0.71544874,2.2775018,0.02581644,0.02581644,-0.02581644,0.97418356,0.02581644,0.02581644,-0.02581644,-0.02581644,1.0042747,0.02581644,0.02581644,-0.02581644,0.01939844,0.02581644,0.022617836,-0.02581644
-0.6307495,-0.37440708,0.06632056,0.06632056,0.04858382,0.9336794,0.06632056,0.06632056,0.9336794,-0.06632056,0.06632056,0.06632056,0.06632056,-0.06632056,-0.049886405,0.06632056,-0.058047846,0.06632056
0.5493702,-0.7381583,-0.10415169,0.10415169,0.10355027,1.0334194,-0.064140305,-0.0015619118,-0.06465835,0.10415169,-0.10415169,0.10415169,-0.10415169,0.10415169,1.1041516,0.10355027,-0.004071041,-0.08994897
